locus_tag	ftype	length_bp	gene	EC_number	COG	product
NACGGEKF_00784	CDS	924	dsdC		COG0583	HTH-type transcriptional regulator DsdC
NACGGEKF_00785	CDS	1338	dsdX			D-serine transporter DsdX
NACGGEKF_00786	CDS	1323	dsdA	4.3.1.18	COG3048	D-serine dehydratase
NACGGEKF_00787	CDS	531				hypothetical protein
NACGGEKF_00788	CDS	363	yidG			Inner membrane protein YidG
NACGGEKF_00789	CDS	348	yidH		COG2149	Inner membrane protein YidH
NACGGEKF_00790	CDS	1662	aspT_1			Aspartate/alanine antiporter
NACGGEKF_00791	CDS	429	ibpB		COG0071	Small heat shock protein IbpB
NACGGEKF_00792	CDS	414	ibpA_1		COG0071	Small heat shock protein IbpA
NACGGEKF_00793	CDS	291				hypothetical protein
NACGGEKF_00794	CDS	1227				hypothetical protein
NACGGEKF_00795	CDS	1044	ccmH_1		COG3088	Cytochrome c-type biogenesis protein CcmH
NACGGEKF_00796	CDS	558	dsbE_2		COG0526	Thiol:disulfide interchange protein DsbE
NACGGEKF_00797	CDS	1932	ccmF_2		COG1138	Cytochrome c-type biogenesis protein CcmF
NACGGEKF_00798	CDS	480	ccmE_2		COG2332	Cytochrome c-type biogenesis protein CcmE
NACGGEKF_00799	CDS	213	ccmD_2		COG3114	Heme exporter protein D
NACGGEKF_00800	CDS	738	ccmC_2		COG0755	Heme exporter protein C
NACGGEKF_00801	CDS	657	ccmB_2		COG2386	Heme exporter protein B
NACGGEKF_00802	CDS	618	ccmA_2	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
NACGGEKF_00803	CDS	2049	prc	3.4.21.102	COG0793	Tail-specific protease
NACGGEKF_00804	CDS	687	proQ		COG3109	RNA chaperone ProQ
NACGGEKF_00805	CDS	570	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
NACGGEKF_00806	CDS	1284	yebS		COG2995	Intermembrane transport protein YebS
NACGGEKF_00807	CDS	2634	yebT		COG3008	Intermembrane transport protein YebT
NACGGEKF_00808	CDS	1542	rsmF	2.1.1.178	COG0144	Ribosomal RNA small subunit methyltransferase F
NACGGEKF_00809	CDS	240	yebV			putative protein YebV
NACGGEKF_00810	CDS	192				hypothetical protein
NACGGEKF_00811	CDS	651	pphA	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
NACGGEKF_00812	CDS	234				hypothetical protein
NACGGEKF_00813	CDS	165				hypothetical protein
NACGGEKF_00814	CDS	723	sopE2			Guanine nucleotide exchange factor sopE2
NACGGEKF_00815	CDS	396	ydfO		COG5562	putative protein YdfO
NACGGEKF_00816	CDS	477				hypothetical protein
NACGGEKF_00817	CDS	420				hypothetical protein
NACGGEKF_00818	CDS	147				hypothetical protein
NACGGEKF_00819	CDS	858				IS256 family transposase IS285
NACGGEKF_00820	CDS	369				hypothetical protein
NACGGEKF_00821	CDS	915				hypothetical protein
NACGGEKF_00822	CDS	159				hypothetical protein
NACGGEKF_00823	CDS	615				hypothetical protein
NACGGEKF_00824	CDS	123				hypothetical protein
NACGGEKF_00825	CDS	159				hypothetical protein
NACGGEKF_00826	CDS	1944	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
NACGGEKF_00827	CDS	627	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
NACGGEKF_00828	CDS	333	yhbY		COG1534	RNA-binding protein YhbY
NACGGEKF_00829	CDS	477	greA		COG0782	Transcription elongation factor GreA
NACGGEKF_00830	CDS	102				hypothetical protein
NACGGEKF_00831	CDS	1434	dacB	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
NACGGEKF_00832	CDS	1173	obg	3.6.5.-	COG0536	GTPase Obg
NACGGEKF_00833	CDS	966	yhbE		COG0697	putative inner membrane transporter YhbE
NACGGEKF_00834	CDS	258	rpmA		COG0211	50S ribosomal protein L27
NACGGEKF_00835	CDS	312	rplU		COG0261	50S ribosomal protein L21
NACGGEKF_00836	CDS	1113	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
NACGGEKF_00837	CDS	288				hypothetical protein
NACGGEKF_00838	CDS	1260	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
NACGGEKF_00839	CDS	294	ibaG		COG5007	Acid stress protein IbaG
NACGGEKF_00840	CDS	297	mlaB		COG3113	Intermembrane phospholipid transport system binding protein MlaB
NACGGEKF_00841	CDS	636	mlaC		COG2854	Intermembrane phospholipid transport system binding protein MlaC
NACGGEKF_00842	CDS	552	mlaD		COG1463	Intermembrane phospholipid transport system binding protein MlaD
NACGGEKF_00843	CDS	783	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
NACGGEKF_00844	CDS	813	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
NACGGEKF_00845	CDS	978	yrbG		COG0530	Inner membrane protein YrbG
NACGGEKF_00846	CDS	987	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
NACGGEKF_00847	CDS	567	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
NACGGEKF_00848	CDS	576	lptC		COG3117	Lipopolysaccharide export system protein LptC
NACGGEKF_00849	CDS	555	lptA		COG1934	Lipopolysaccharide export system protein LptA
NACGGEKF_00850	CDS	726	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
NACGGEKF_00851	CDS	1434	rpoN		COG1508	RNA polymerase sigma-54 factor
NACGGEKF_00852	CDS	288	hpf		COG1544	Ribosome hibernation promoting factor
NACGGEKF_00853	CDS	492	ptsN		COG1762	Nitrogen regulatory protein
NACGGEKF_00854	CDS	855	rapZ		COG1660	RNase adapter protein RapZ
NACGGEKF_00855	CDS	273	ptsO		COG1925	Phosphocarrier protein NPr
NACGGEKF_00856	CDS	633	yrbL			putative protein YrbL
NACGGEKF_00857	CDS	729	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
NACGGEKF_00858	CDS	654	elbB	4.2.1.-	COG3155	Glyoxalase ElbB
NACGGEKF_00859	CDS	2337	arcB	2.7.13.3	COG0642	Aerobic respiration control sensor protein ArcB
NACGGEKF_00860	CDS	930				hypothetical protein
NACGGEKF_00861	CDS	4461	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
NACGGEKF_00862	CDS	1419	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
NACGGEKF_00863	CDS	1104	yhcG	3.1.-.-	COG4804	Putative nuclease YhcG
NACGGEKF_00864	CDS	1254	codB		COG1457	Cytosine permease
NACGGEKF_00865	CDS	1281	codA	3.5.4.1	COG0402	Cytosine deaminase
NACGGEKF_00866	CDS	468	yhcH_2		COG2731	putative protein YhcH
NACGGEKF_00867	CDS	876	nanK	2.7.1.60	COG1940	N-acetylmannosamine kinase
NACGGEKF_00868	CDS	690	nanE2	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase 2
NACGGEKF_00869	CDS	1491	nanT			Sialic acid transporter NanT
NACGGEKF_00870	CDS	894	nanA	4.1.3.3	COG0329	N-acetylneuraminate lyase
NACGGEKF_00871	CDS	783	nanR		COG2186	HTH-type transcriptional repressor NanR
NACGGEKF_00872	CDS	501	sspB		COG2969	Stringent starvation protein B
NACGGEKF_00873	CDS	639	sspA		COG0625	Stringent starvation protein A
NACGGEKF_00874	CDS	795				hypothetical protein
NACGGEKF_00875	CDS	393	rpsI		COG0103	30S ribosomal protein S9
NACGGEKF_00876	CDS	429	rplM		COG0102	50S ribosomal protein L13
NACGGEKF_00877	CDS	1125	zapE		COG1485	Cell division protein ZapE
NACGGEKF_00878	CDS	399	yhcB		COG3105	Inner membrane protein YhcB
NACGGEKF_00879	CDS	1368	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
NACGGEKF_00880	CDS	1071	degS	3.4.21.107	COG0265	Serine endoprotease DegS
NACGGEKF_00881	CDS	699	citG_1	2.4.2.52		2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
NACGGEKF_00882	CDS	342				hypothetical protein
NACGGEKF_00883	CDS	255	oadG_1	7.2.4.2	COG3630	Oxaloacetate decarboxylase gamma chain
NACGGEKF_00884	CDS	618	ttdB	4.2.1.32	COG1838	L(+)-tartrate dehydratase subunit beta
NACGGEKF_00885	CDS	900	ttdA_1	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
NACGGEKF_00886	CDS	1269	sdcS			Sodium-dependent dicarboxylate transporter SdcS
NACGGEKF_00887	CDS	666				hypothetical protein
NACGGEKF_00888	CDS	630				hypothetical protein
NACGGEKF_00889	CDS	939	mdh_1	1.1.1.37	COG0039	Malate dehydrogenase
NACGGEKF_00890	CDS	471	argR_1		COG1438	Arginine repressor
NACGGEKF_00891	CDS	264				hypothetical protein
NACGGEKF_00892	CDS	267				hypothetical protein
NACGGEKF_00893	CDS	273	yhcO		COG2732	putative protein YhcO
NACGGEKF_00894	CDS	1968	aaeB_1		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
NACGGEKF_00895	CDS	933	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
NACGGEKF_00896	CDS	204	aaeX			Protein AaeX
NACGGEKF_00897	CDS	930	dmlR_2			HTH-type transcriptional regulator DmlR
NACGGEKF_00898	CDS	1446	tldD	3.4.-.-	COG0312	Metalloprotease TldD
NACGGEKF_00899	CDS	3801				hypothetical protein
NACGGEKF_00900	CDS	1470	rng	3.1.26.-	COG1530	Ribonuclease G
NACGGEKF_00901	CDS	594	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
NACGGEKF_00902	CDS	492	mreD		COG2891	Rod shape-determining protein MreD
NACGGEKF_00903	CDS	1053	mreC		COG1792	Cell shape-determining protein MreC
NACGGEKF_00904	CDS	1044	mreB		COG1077	Cell shape-determining protein MreB
NACGGEKF_00905	CDS	1941	csrD			RNase E specificity factor CsrD
NACGGEKF_00906	CDS	975	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
NACGGEKF_00907	CDS	1005	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
NACGGEKF_00908	CDS	600	msrQ		COG2717	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
NACGGEKF_00909	CDS	471	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
NACGGEKF_00910	CDS	1350	accC	6.3.4.14	COG0439	Biotin carboxylase
NACGGEKF_00911	CDS	243	yhdT		COG3924	putative membrane protein YhdT
NACGGEKF_00912	CDS	1452	panF		COG4145	Sodium/pantothenate symporter
NACGGEKF_00913	CDS	882	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
NACGGEKF_00914	CDS	144				hypothetical protein
NACGGEKF_00915	CDS	966	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
NACGGEKF_00916	CDS	297	fis		COG2901	DNA-binding protein Fis
NACGGEKF_00917	CDS	885	yhdJ	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
NACGGEKF_00918	CDS	165				hypothetical protein
NACGGEKF_00919	CDS	2100			COG2200	putative signaling protein
NACGGEKF_00920	CDS	663	acrR_1		COG1309	HTH-type transcriptional regulator AcrR
NACGGEKF_00921	CDS	1158	acrE			Multidrug export protein AcrE
NACGGEKF_00922	CDS	3114	acrF		COG0841	Multidrug export protein AcrF
NACGGEKF_00923	CDS	222				hypothetical protein
NACGGEKF_00924	rRNA	111				5S ribosomal RNA
NACGGEKF_00925	tRNA	76				tRNA-Thr(ggt)
NACGGEKF_00926	rRNA	83				5S ribosomal RNA (partial)
NACGGEKF_00927	CDS	1104	yjhC	1.-.-.-	COG0673	putative oxidoreductase YjhC
NACGGEKF_00928	CDS	1281	yjhB_1			Putative metabolite transport protein YjhB
NACGGEKF_00929	CDS	693	kdgM_1			Oligogalacturonate-specific porin KdgM
NACGGEKF_00930	CDS	1149	nanM	5.1.3.24	COG3055	N-acetylneuraminate epimerase
NACGGEKF_00931	CDS	681	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
NACGGEKF_00932	CDS	1497	sglT			Sodium/glucose cotransporter
NACGGEKF_00933	CDS	882	ybbH		COG1737	putative HTH-type transcriptional regulator YbbH
NACGGEKF_00934	CDS	789	phoH		COG1702	Protein PhoH
NACGGEKF_00935	CDS	297				hypothetical protein
NACGGEKF_00936	CDS	1509	putP		COG0591	Sodium/proline symporter
NACGGEKF_00937	CDS	3963	putA			Bifunctional protein PutA
NACGGEKF_00938	CDS	396				hypothetical protein
NACGGEKF_00939	CDS	639	rutR		COG1309	HTH-type transcriptional regulator RutR
NACGGEKF_00940	CDS	168				hypothetical protein
NACGGEKF_00941	CDS	597	wrbA	1.6.5.2	COG0655	NAD(P)H dehydrogenase (quinone)
NACGGEKF_00942	CDS	228	yccJ			putative protein YccJ
NACGGEKF_00943	CDS	1242	agp	3.1.3.10		Glucose-1-phosphatase
NACGGEKF_00944	CDS	507	resA			Thiol-disulfide oxidoreductase ResA
NACGGEKF_00945	CDS	624				hypothetical protein
NACGGEKF_00946	CDS	1887	dsbD_1	1.8.1.8		Thiol:disulfide interchange protein DsbD
NACGGEKF_00947	CDS	363				hypothetical protein
NACGGEKF_00948	CDS	921	cbpA		COG2214	Curved DNA-binding protein
NACGGEKF_00949	CDS	306	cbpM			Chaperone modulatory protein CbpM
NACGGEKF_00950	CDS	363	iraM			Anti-adapter protein IraM
NACGGEKF_00951	CDS	939	rnz	3.1.26.11	COG1234	Ribonuclease Z
NACGGEKF_00952	CDS	897	rhaR_2			HTH-type transcriptional activator RhaR
NACGGEKF_00953	CDS	1377	ttuB_2			Putative tartrate transporter
NACGGEKF_00954	CDS	792	hpcH	4.1.2.52	COG3836	4-hydroxy-2-oxo-heptane-1,7-dioate aldolase
NACGGEKF_00955	CDS	804	hpcG	4.2.1.163		2-oxo-hept-4-ene-1,7-dioate hydratase
NACGGEKF_00956	CDS	381	hpcD	5.3.3.10		5-carboxymethyl-2-hydroxymuconate Delta-isomerase
NACGGEKF_00957	CDS	852	hpcB	1.13.11.15	COG3384	3,4-dihydroxyphenylacetate 2,3-dioxygenase
NACGGEKF_00958	CDS	1467	betB	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
NACGGEKF_00959	CDS	1290	hpcE		COG0179	Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase
NACGGEKF_00960	CDS	441	farR			HTH-type transcriptional regulator FarR
NACGGEKF_00961	CDS	1563	hpaB	1.14.14.9	COG2368	4-hydroxyphenylacetate 3-monooxygenase oxygenase component
NACGGEKF_00962	CDS	513	hpaC	1.5.1.36	COG1853	4-hydroxyphenylacetate 3-monooxygenase reductase component
NACGGEKF_00963	CDS	411	hiuH	3.5.2.17		5-hydroxyisourate hydrolase
NACGGEKF_00964	CDS	738	hprR		COG0745	Transcriptional regulatory protein HprR
NACGGEKF_00965	CDS	1365	hprS	2.7.13.3	COG0642	Sensor histidine kinase HprS
NACGGEKF_00966	CDS	1563				hypothetical protein
NACGGEKF_00967	CDS	111				hypothetical protein
NACGGEKF_00968	CDS	1686	sopB	3.1.3.-		Inositol phosphate phosphatase SopB
NACGGEKF_00969	CDS	342	sigE			Chaperone protein SigE
NACGGEKF_00970	CDS	876	pipB		COG1357	Secreted effector protein PipB
NACGGEKF_00971	CDS	681				hypothetical protein
NACGGEKF_00972	tRNA	88				tRNA-Ser(tga)
NACGGEKF_00973	CDS	660	yccA		COG0670	Modulator of FtsH protease YccA
NACGGEKF_00974	CDS	330	tusE	2.8.1.-	COG2920	Sulfurtransferase TusE
NACGGEKF_00975	CDS	282	yccX	3.6.1.7	COG1254	Acylphosphatase
NACGGEKF_00976	CDS	789				hypothetical protein
NACGGEKF_00977	CDS	549				hypothetical protein
NACGGEKF_00978	CDS	1212	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
NACGGEKF_00979	CDS	318	hspQ		COG3785	Heat shock protein HspQ
NACGGEKF_00980	CDS	414	yccU		COG1832	putative protein YccU
NACGGEKF_00981	CDS	663				hypothetical protein
NACGGEKF_00982	CDS	459	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
NACGGEKF_00983	CDS	2055	helD	3.6.4.12	COG0210	DNA helicase IV
NACGGEKF_00984	CDS	447	yccF		COG3304	Inner membrane protein YccF
NACGGEKF_00985	CDS	2154	yccS		COG1289	Inner membrane protein YccS
NACGGEKF_00986	CDS	606	sxy		COG3070	Protein Sxy
NACGGEKF_00987	CDS	510	sulA		COG5404	Cell division inhibitor SulA
NACGGEKF_00988	CDS	1053	ompA		COG2885	Outer membrane protein A
NACGGEKF_00989	CDS	453	matP		COG3120	Macrodomain Ter protein
NACGGEKF_00990	CDS	1761	lon_1	3.4.21.53		Lon protease
NACGGEKF_00991	CDS	519	fabA	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
NACGGEKF_00992	CDS	564	pqiC		COG3009	Intermembrane transport lipoprotein PqiC
NACGGEKF_00993	CDS	1641	pqiB		COG3008	Intermembrane transport protein PqiB
NACGGEKF_00994	CDS	1254	pqiA		COG2995	Intermembrane transport protein PqiA
NACGGEKF_00995	CDS	1908	uup		COG0488	ABC transporter ATP-binding protein uup
NACGGEKF_00996	CDS	2109	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
NACGGEKF_00997	CDS	1110	ycbX		COG0633	putative protein YcbX
NACGGEKF_00998	CDS	543	zapC			Cell division protein ZapC
NACGGEKF_00999	CDS	1011	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
NACGGEKF_01000	CDS	2613	pepN	3.4.11.2	COG0308	Aminopeptidase N
NACGGEKF_01001	CDS	255				hypothetical protein
NACGGEKF_01002	CDS	687				hypothetical protein
NACGGEKF_01003	CDS	627	yedK	3.4.-.-	COG2135	SOS response-associated protein YedK
NACGGEKF_01004	CDS	249				IS66 family transposase ISSfl3
NACGGEKF_01005	CDS	969	sseI			Secreted effector protein SseI
NACGGEKF_01006	CDS	246				IS200/IS605 family transposase IS200F
NACGGEKF_01007	CDS	336	eutS		COG4810	Ethanolamine utilization protein EutS
NACGGEKF_01008	CDS	480	pduV_1		COG4917	Propanediol utilization protein PduV
NACGGEKF_01009	CDS	690	eutQ		COG4766	Ethanolamine utilization protein EutQ
NACGGEKF_01010	CDS	804				hypothetical protein
NACGGEKF_01011	CDS	1017	eutD		COG0280	Ethanolamine utilization protein EutD
NACGGEKF_01012	CDS	291	eutM		COG4577	Ethanolamine utilization protein EutM
NACGGEKF_01013	CDS	288	eutN		COG4576	Ethanolamine utilization protein EutN
NACGGEKF_01014	CDS	1404	adhE_1		COG1012	Aldehyde-alcohol dehydrogenase
NACGGEKF_01015	CDS	840	ftsA_1			Cell division protein FtsA
NACGGEKF_01016	CDS	1188	mdh_2	1.1.1.244		NAD-dependent methanol dehydrogenase
NACGGEKF_01017	CDS	1227				hypothetical protein
NACGGEKF_01018	CDS	1404				hypothetical protein
NACGGEKF_01019	CDS	1362	eutB	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
NACGGEKF_01020	CDS	897	eutC	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
NACGGEKF_01021	CDS	660	eutL		COG4816	Ethanolamine utilization protein EutL
NACGGEKF_01022	CDS	495	eutK		COG4577	Ethanolamine utilization protein EutK
NACGGEKF_01023	CDS	969				hypothetical protein
NACGGEKF_01024	CDS	1278				hypothetical protein
NACGGEKF_01025	CDS	330				hypothetical protein
NACGGEKF_01026	CDS	900	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
NACGGEKF_01027	CDS	870	amiA	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiA
NACGGEKF_01028	CDS	426	ypeA	2.3.1.-	COG0456	Acetyltransferase YpeA
NACGGEKF_01029	CDS	450	yfeZ			Inner membrane protein YfeZ
NACGGEKF_01030	CDS	576	yfeY			putative protein YfeY
NACGGEKF_01031	CDS	900	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
NACGGEKF_01032	CDS	792	ucpA	1.-.-.-		Oxidoreductase UcpA
NACGGEKF_01033	CDS	1017	cysP		COG4150	Thiosulfate-binding protein
NACGGEKF_01034	CDS	834	cysT		COG0555	Sulfate transport system permease protein CysT
NACGGEKF_01035	CDS	876	cysW		COG4208	Sulfate transport system permease protein CysW
NACGGEKF_01036	CDS	1098	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
NACGGEKF_01037	CDS	912	cysM	2.5.1.47	COG0031	Cysteine synthase B
NACGGEKF_01038	CDS	540				hypothetical protein
NACGGEKF_01039	CDS	363				hypothetical protein
NACGGEKF_01040	CDS	720				hypothetical protein
NACGGEKF_01041	CDS	1293	ptsJ		COG1167	Vitamin B6 salvage pathway transcriptional repressor PtsJ
NACGGEKF_01042	CDS	867	pdxK	2.7.1.35	COG2240	Pyridoxine/pyridoxal/pyridoxamine kinase
NACGGEKF_01043	CDS	240				hypothetical protein
NACGGEKF_01044	CDS	510	crr		COG2190	PTS system glucose-specific EIIA component
NACGGEKF_01045	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
NACGGEKF_01046	CDS	258	ptsH_2		COG1925	Phosphocarrier protein HPr
NACGGEKF_01047	CDS	972	cysK	2.5.1.47	COG0031	Cysteine synthase A
NACGGEKF_01048	CDS	762	cysZ		COG2981	Sulfate transporter CysZ
NACGGEKF_01049	CDS	987	zipA		COG3115	Cell division protein ZipA
NACGGEKF_01050	CDS	2016	ligA	6.5.1.2	COG0272	DNA ligase
NACGGEKF_01051	CDS	219				hypothetical protein
NACGGEKF_01052	CDS	999				hypothetical protein
NACGGEKF_01053	CDS	927	oxyR_1			Hydrogen peroxide-inducible genes activator
NACGGEKF_01054	CDS	762				hypothetical protein
NACGGEKF_01055	CDS	834	xapA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 2
NACGGEKF_01056	CDS	1257	xapB			Xanthosine permease
NACGGEKF_01057	CDS	159				hypothetical protein
NACGGEKF_01058	CDS	885	hcaR_1			Hca operon transcriptional activator HcaR
NACGGEKF_01059	tRNA	76				tRNA-Lys(ttt)
NACGGEKF_01060	tRNA	76				tRNA-Val(tac)
NACGGEKF_01061	tRNA	76				tRNA-Val(tac)
NACGGEKF_01062	tRNA	76				tRNA-Val(tac)
NACGGEKF_01063	CDS	1416	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
NACGGEKF_01064	CDS	372				hypothetical protein
NACGGEKF_01065	CDS	363				hypothetical protein
NACGGEKF_01066	tRNA	76				tRNA-Ala(ggc)
NACGGEKF_01067	tRNA	76				tRNA-Ala(ggc)
NACGGEKF_01068	CDS	2190	pdeA	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeA
NACGGEKF_01069	CDS	1092	nupC		COG1972	Nucleoside permease NupC
NACGGEKF_01070	CDS	1242	mntH		COG1914	Divalent metal cation transporter MntH
NACGGEKF_01071	CDS	327				hypothetical protein
NACGGEKF_01072	CDS	999	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
NACGGEKF_01073	CDS	1653	ipdC	4.1.1.74	COG3961	Indole-3-pyruvate decarboxylase
NACGGEKF_01074	CDS	1236	yfeO			Putative ion-transport protein YfeO
NACGGEKF_01075	CDS	966	glk	2.7.1.2	COG0837	Glucokinase
NACGGEKF_01076	CDS	1239	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
NACGGEKF_01077	CDS	921	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
NACGGEKF_01078	CDS	114				hypothetical protein
NACGGEKF_01079	CDS	243				hypothetical protein
NACGGEKF_01080	CDS	1392	pgtP		COG2271	Phosphoglycerate transporter protein
NACGGEKF_01081	CDS	1275	pgtC		COG1840	Phosphoglycerate transport regulatory protein PgtC
NACGGEKF_01082	CDS	2007	pgtB	2.7.13.3	COG4192	Phosphoglycerate transport system sensor protein PgtB
NACGGEKF_01083	CDS	1251	dctD			C4-dicarboxylate transport transcriptional regulatory protein DctD
NACGGEKF_01084	CDS	96				hypothetical protein
NACGGEKF_01085	CDS	939	pla	3.4.23.48		Coagulase/fibrinolysin
NACGGEKF_01086	tRNA	75				tRNA-Arg(cct)
NACGGEKF_01087	CDS	942	yfdC		COG2116	Inner membrane protein YfdC
NACGGEKF_01088	CDS	756	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
NACGGEKF_01089	CDS	1308	fadL		COG2067	Long-chain fatty acid transport protein
NACGGEKF_01090	CDS	285				hypothetical protein
NACGGEKF_01091	CDS	1311	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
NACGGEKF_01092	CDS	2148	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
NACGGEKF_01093	CDS	486	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
NACGGEKF_01094	CDS	552	mutS2	3.1.-.-		Endonuclease MutS2
NACGGEKF_01095	CDS	933	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
NACGGEKF_01096	CDS	1086	aroC	4.2.3.5	COG0082	Chorismate synthase
NACGGEKF_01097	CDS	825	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
NACGGEKF_01098	CDS	810	yfcA		COG0730	putative membrane transporter protein YfcA
NACGGEKF_01099	CDS	549	epmC	1.14.-.-	COG3101	Elongation factor P hydroxylase
NACGGEKF_01100	CDS	276				hypothetical protein
NACGGEKF_01101	CDS	2001	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
NACGGEKF_01102	CDS	1215	fabB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
NACGGEKF_01103	CDS	657				hypothetical protein
NACGGEKF_01104	CDS	519				hypothetical protein
NACGGEKF_01105	CDS	369				hypothetical protein
NACGGEKF_01106	CDS	249				hypothetical protein
NACGGEKF_01107	CDS	375				hypothetical protein
NACGGEKF_01108	CDS	1179	yfcJ_1			putative MFS-type transporter YfcJ
NACGGEKF_01109	CDS	1002	flk			Flagellar regulator flk
NACGGEKF_01110	CDS	1137	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
NACGGEKF_01111	CDS	1014	usg		COG0136	USG-1 protein
NACGGEKF_01112	CDS	813	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
NACGGEKF_01113	CDS	660	dedA		COG0586	Protein DedA
NACGGEKF_01114	CDS	915	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
NACGGEKF_01115	CDS	1269	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
NACGGEKF_01116	CDS	675	dedD			Cell division protein DedD
NACGGEKF_01117	CDS	489	cvpA		COG1286	Colicin V production protein
NACGGEKF_01118	CDS	1518	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
NACGGEKF_01119	CDS	1428	rocR		COG3829	Arginine utilization regulatory protein RocR
NACGGEKF_01120	CDS	1398	lysA_1	4.1.1.20	COG0019	Diaminopimelate decarboxylase
NACGGEKF_01121	CDS	1422	gadC		COG0531	Glutamate/gamma-aminobutyrate antiporter
NACGGEKF_01122	CDS	1104	orr	5.1.1.12	COG3457	Ornithine racemase
NACGGEKF_01123	CDS	1407	rocC		COG0833	Amino-acid permease RocC
