locus_tag	ftype	length_bp	gene	EC_number	COG	product
GKBEMDEF_01216	CDS	1566	ahpF	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
GKBEMDEF_01217	CDS	564	ahpC_1	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
GKBEMDEF_01218	CDS	750	dsbG		COG1651	Thiol:disulfide interchange protein DsbG
GKBEMDEF_01219	CDS	933	ybdO_2			putative HTH-type transcriptional regulator YbdO
GKBEMDEF_01220	CDS	1224	cysH_1	1.8.4.8		Phosphoadenosine phosphosulfate reductase
GKBEMDEF_01221	CDS	627	ybdM		COG1475	putative protein YbdM
GKBEMDEF_01222	CDS	1161	ybdL	2.6.1.88	COG0436	Methionine aminotransferase
GKBEMDEF_01223	CDS	690	mtnC	3.1.3.77		Enolase-phosphatase E1
GKBEMDEF_01224	CDS	543	mtnD	1.13.11.54	COG1791	Acireductone dioxygenase
GKBEMDEF_01225	CDS	2310	dmsA_1	1.7.2.3	COG0243	Dimethyl sulfoxide/trimethylamine N-oxide reductase
GKBEMDEF_01226	CDS	981	ytfQ_2			ABC transporter periplasmic-binding protein YtfQ
GKBEMDEF_01227	CDS	1551	xylG_1	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
GKBEMDEF_01228	CDS	990	alsC		COG1172	D-allose transport system permease protein AlsC
GKBEMDEF_01229	CDS	1005	rbsC_3		COG1172	Ribose import permease protein RbsC
GKBEMDEF_01230	CDS	942	ydjH	2.7.1.-	COG0524	putative sugar kinase YdjH
GKBEMDEF_01231	CDS	1029	yoaD	1.1.1.-	COG0111	Putative 2-hydroxyacid dehydrogenase YoaD
GKBEMDEF_01232	CDS	1497	lyx_1	2.7.1.-	COG1070	L-xylulose/3-keto-L-gulonate kinase
GKBEMDEF_01233	CDS	609	mtnB	4.2.1.109	COG0235	Methylthioribulose-1-phosphate dehydratase
GKBEMDEF_01234	CDS	1263	codB		COG1457	Cytosine permease
GKBEMDEF_01235	CDS	1236				hypothetical protein
GKBEMDEF_01236	CDS	1239	codA_1	3.5.4.1	COG0402	Cytosine deaminase
GKBEMDEF_01237	CDS	1041	rbsR_1		COG1609	Ribose operon repressor
GKBEMDEF_01238	CDS	810	suhB_2	3.1.3.25	COG0483	Inositol-1-monophosphatase
GKBEMDEF_01239	CDS	1359	glpT_1		COG2271	Glycerol-3-phosphate transporter
GKBEMDEF_01240	CDS	1269	agp_1	3.1.3.10		Glucose-1-phosphatase
GKBEMDEF_01241	CDS	1029	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
GKBEMDEF_01242	CDS	1200	mtnK	2.7.1.100	COG4857	Methylthioribose kinase
GKBEMDEF_01243	CDS	1242				hypothetical protein
GKBEMDEF_01244	CDS	1065				hypothetical protein
GKBEMDEF_01245	CDS	999	rbsC_4		COG1172	Ribose import permease protein RbsC
GKBEMDEF_01246	CDS	1503	mglA_2	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
GKBEMDEF_01247	CDS	1158	hcxA	1.1.1.-	COG0371	Hydroxycarboxylate dehydrogenase A
GKBEMDEF_01248	CDS	744	bdcA_2		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
GKBEMDEF_01249	CDS	303				hypothetical protein
GKBEMDEF_01250	CDS	126				hypothetical protein
GKBEMDEF_01251	CDS	243				hypothetical protein
GKBEMDEF_01252	CDS	198				hypothetical protein
GKBEMDEF_01253	CDS	2106	cstA		COG1966	Peptide transporter CstA
GKBEMDEF_01254	CDS	414	entH	3.1.2.-	COG2050	Proofreading thioesterase EntH
GKBEMDEF_01255	CDS	756	entA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
GKBEMDEF_01256	CDS	852	entB	6.3.2.14	COG1535	Enterobactin synthase component B
GKBEMDEF_01257	CDS	1608	entE	6.3.2.14	COG1021	Enterobactin synthase component E
GKBEMDEF_01258	CDS	1176	entC	5.4.4.2	COG1169	Isochorismate synthase EntC
GKBEMDEF_01259	CDS	960	fepB		COG4592	Ferrienterobactin-binding periplasmic protein
GKBEMDEF_01260	CDS	1242	entS		COG0477	Enterobactin exporter EntS
GKBEMDEF_01261	CDS	1008	fepD		COG0609	Ferric enterobactin transport system permease protein FepD
GKBEMDEF_01262	CDS	993	fepG		COG4779	Ferric enterobactin transport system permease protein FepG
GKBEMDEF_01263	CDS	795	fepC		COG1120	Ferric enterobactin transport ATP-binding protein FepC
GKBEMDEF_01264	CDS	1086	entF	2.7.7.-	COG1020	Enterobactin synthase component F
GKBEMDEF_01265	CDS	702	nanR			HTH-type transcriptional repressor NanR
GKBEMDEF_01266	CDS	1398	hsrA_1			putative transport protein HsrA
GKBEMDEF_01267	CDS	984	rbsR_2		COG1609	Ribose operon repressor
GKBEMDEF_01268	CDS	933	rbsK_3	2.7.1.15	COG0524	Ribokinase
GKBEMDEF_01269	CDS	891	rbsB_2		COG1879	Ribose import binding protein RbsB
GKBEMDEF_01270	CDS	966	rbsC_5		COG1172	Ribose import permease protein RbsC
GKBEMDEF_01271	CDS	1506	rbsA_2	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
GKBEMDEF_01272	CDS	420	rbsD	5.4.99.62	COG1869	D-ribose pyranase
GKBEMDEF_01273	CDS	1869	kup			Low affinity potassium transport system protein kup
GKBEMDEF_01274	CDS	1500	ravA	3.6.3.-	COG0714	ATPase RavA
GKBEMDEF_01275	CDS	1449	viaA		COG2425	Protein ViaA
GKBEMDEF_01276	CDS	993	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
GKBEMDEF_01277	CDS	459	asnC		COG1522	Regulatory protein AsnC
GKBEMDEF_01278	CDS	441	mioC		COG0716	Protein MioC
GKBEMDEF_01279	CDS	1890	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
GKBEMDEF_01280	CDS	624	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
GKBEMDEF_01281	CDS	381	atpI		COG3312	ATP synthase protein I
GKBEMDEF_01282	CDS	816	atpB		COG0356	ATP synthase subunit a
GKBEMDEF_01283	CDS	240	atpE		COG0636	ATP synthase subunit c
GKBEMDEF_01284	CDS	471	atpF		COG0711	ATP synthase subunit b
GKBEMDEF_01285	CDS	534	atpH		COG0712	ATP synthase subunit delta
GKBEMDEF_01286	CDS	1542	atpA	7.1.2.2		ATP synthase subunit alpha
GKBEMDEF_01287	CDS	864	atpG		COG0224	ATP synthase gamma chain
GKBEMDEF_01288	CDS	1383	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
GKBEMDEF_01289	CDS	420	atpC		COG0355	ATP synthase epsilon chain
GKBEMDEF_01290	CDS	1371	glmU		COG1207	Bifunctional protein GlmU
GKBEMDEF_01291	CDS	1830	glmS_1	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
GKBEMDEF_01292	CDS	1041	pstS		COG0226	Phosphate-binding protein PstS
GKBEMDEF_01293	CDS	960	pstC		COG0573	Phosphate transport system permease protein PstC
GKBEMDEF_01294	CDS	891	pstA		COG0581	Phosphate transport system permease protein PstA
GKBEMDEF_01295	CDS	774	pstB	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB
GKBEMDEF_01296	CDS	726	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU
GKBEMDEF_01297	CDS	1635	bglH_1		COG4580	Cryptic outer membrane porin BglH
GKBEMDEF_01298	CDS	1167	axe1-6A		COG2382	Carbohydrate acetyl esterase/feruloyl esterase
GKBEMDEF_01299	CDS	717	gamA	3.5.99.6	COG0363	putative glucosamine-6-phosphate deaminase 2
GKBEMDEF_01300	CDS	666	yieH	3.1.3.-	COG0637	6-phosphogluconate phosphatase
GKBEMDEF_01301	CDS	1338	adeP		COG2252	Adenine permease AdeP
GKBEMDEF_01302	CDS	567	chrR	1.6.5.2	COG0431	Quinone reductase
GKBEMDEF_01303	CDS	729				hypothetical protein
GKBEMDEF_01304	CDS	960	yidZ			HTH-type transcriptional regulator YidZ
GKBEMDEF_01305	CDS	1179	mdtL			Multidrug resistance protein MdtL
GKBEMDEF_01306	CDS	420				hypothetical protein
GKBEMDEF_01307	CDS	1365	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
GKBEMDEF_01308	CDS	1647	yidC			Membrane protein insertase YidC
GKBEMDEF_01309	CDS	327	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
GKBEMDEF_01310	CDS	1404	dnaA_1		COG0593	Chromosomal replication initiator protein DnaA
GKBEMDEF_01311	CDS	1101	dnaN		COG0592	Beta sliding clamp
GKBEMDEF_01312	CDS	1074	recF_1		COG1195	DNA replication and repair protein RecF
GKBEMDEF_01313	CDS	2415	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
GKBEMDEF_01314	CDS	813	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
GKBEMDEF_01315	CDS	1062				hypothetical protein
GKBEMDEF_01316	CDS	1134				hypothetical protein
GKBEMDEF_01317	CDS	690	lutR		COG2186	HTH-type transcriptional regulator LutR
GKBEMDEF_01318	CDS	879	dgoK1_1	2.7.1.58	COG3734	putative 2-dehydro-3-deoxygalactonokinase DgoK1
GKBEMDEF_01319	CDS	618	dgoA_1	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
GKBEMDEF_01320	CDS	1149	dgoD	4.2.1.6	COG4948	D-galactonate dehydratase
GKBEMDEF_01321	CDS	1293	dgoT_1			D-galactonate transporter
GKBEMDEF_01322	CDS	1227				hypothetical protein
GKBEMDEF_01323	CDS	333				hypothetical protein
GKBEMDEF_01324	CDS	414	ibpA		COG0071	Small heat shock protein IbpA
GKBEMDEF_01325	CDS	429	ibpB_2		COG0071	Small heat shock protein IbpB
GKBEMDEF_01326	CDS	825				hypothetical protein
GKBEMDEF_01327	CDS	1662	aspT_1			Aspartate/alanine antiporter
GKBEMDEF_01328	CDS	747	mngR_1		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
GKBEMDEF_01329	CDS	1623	malP_1		COG1263	PTS system maltose-specific EIICB component
GKBEMDEF_01330	CDS	1323	aglB	3.2.1.122	COG1486	6-phospho-alpha-glucosidase
GKBEMDEF_01331	CDS	348	yidH		COG2149	Inner membrane protein YidH
GKBEMDEF_01332	CDS	363	yidG			Inner membrane protein YidG
GKBEMDEF_01333	CDS	501				hypothetical protein
GKBEMDEF_01334	CDS	1329	dsdA	4.3.1.18	COG3048	D-serine dehydratase
GKBEMDEF_01335	CDS	1338	dsdX			D-serine transporter DsdX
GKBEMDEF_01336	CDS	924	dsdC_1		COG0583	HTH-type transcriptional regulator DsdC
GKBEMDEF_01337	CDS	1185	emrD			Multidrug resistance protein D
GKBEMDEF_01338	CDS	834				hypothetical protein
GKBEMDEF_01339	CDS	447				hypothetical protein
GKBEMDEF_01340	CDS	90				hypothetical protein
GKBEMDEF_01341	CDS	96				hypothetical protein
GKBEMDEF_01342	CDS	1689	ilvB	2.2.1.6	COG0028	Acetolactate synthase isozyme 1 large subunit
GKBEMDEF_01343	CDS	288	ilvN	2.2.1.6	COG0440	Acetolactate synthase isozyme 1 small subunit
GKBEMDEF_01344	CDS	594	uhpA		COG2197	Transcriptional regulatory protein UhpA
GKBEMDEF_01345	CDS	420	uhpB_1	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase UhpB
GKBEMDEF_01346	CDS	1077	uhpB_2	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase UhpB
GKBEMDEF_01347	CDS	1329	uhpC		COG2271	Membrane sensor protein UhpC
GKBEMDEF_01348	CDS	1392	uhpT		COG2271	Hexose-6-phosphate:phosphate antiporter
GKBEMDEF_01349	CDS	453				hypothetical protein
GKBEMDEF_01350	CDS	324				hypothetical protein
GKBEMDEF_01351	CDS	360				hypothetical protein
GKBEMDEF_01352	CDS	1194	nepI_1		COG2814	Purine ribonucleoside efflux pump NepI
GKBEMDEF_01353	CDS	810	phnX	3.11.1.1	COG0637	Phosphonoacetaldehyde hydrolase
GKBEMDEF_01354	CDS	1104	phnW	2.6.1.37	COG0075	2-aminoethylphosphonate--pyruvate transaminase
GKBEMDEF_01355	CDS	720	phnR		COG2188	Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons
GKBEMDEF_01356	CDS	1014	phnS		COG1840	Putative 2-aminoethylphosphonate-binding periplasmic protein
GKBEMDEF_01357	CDS	1113	phnT		COG3842	Putative 2-aminoethylphosphonate import ATP-binding protein PhnT
GKBEMDEF_01358	CDS	861	phnU		COG0555	Putative 2-aminoethylphosphonate transport system permease protein PhnU
GKBEMDEF_01359	CDS	798	phnV		COG1177	Putative 2-aminoethylphosphonate transport system permease protein PhnV
GKBEMDEF_01360	CDS	579	lamB_3			Maltoporin
GKBEMDEF_01361	CDS	240				hypothetical protein
GKBEMDEF_01362	CDS	240				hypothetical protein
GKBEMDEF_01363	CDS	498	ftnA_1	1.16.3.2	COG1528	Bacterial non-heme ferritin
GKBEMDEF_01364	CDS	639				hypothetical protein
GKBEMDEF_01365	CDS	1422	hsrA_2			putative transport protein HsrA
GKBEMDEF_01366	CDS	252				hypothetical protein
GKBEMDEF_01367	CDS	1563	yagG_1		COG2211	Putative glycoside/cation symporter YagG
GKBEMDEF_01368	CDS	510	ftnA_2	1.16.3.2	COG1528	Bacterial non-heme ferritin
GKBEMDEF_01369	CDS	981	araF		COG1879	L-arabinose-binding periplasmic protein
GKBEMDEF_01370	CDS	1515	araG	7.5.2.12	COG1129	Arabinose import ATP-binding protein AraG
GKBEMDEF_01371	CDS	981	araH		COG1172	L-arabinose transport system permease protein AraH
GKBEMDEF_01372	CDS	789	otsB	3.1.3.12	COG1877	Trehalose-6-phosphate phosphatase
GKBEMDEF_01373	CDS	1425	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
GKBEMDEF_01374	CDS	429	uspC		COG0589	Universal stress protein C
GKBEMDEF_01375	CDS	1584	yagG_2		COG2211	Putative glycoside/cation symporter YagG
GKBEMDEF_01376	CDS	1140	yesR	3.2.1.172	COG4225	Unsaturated rhamnogalacturonyl hydrolase YesR
GKBEMDEF_01377	CDS	1734	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
GKBEMDEF_01378	CDS	570	yecM		COG3102	Protein YecM
GKBEMDEF_01379	CDS	744	cutC_1		COG3142	Copper homeostasis protein CutC
GKBEMDEF_01380	CDS	1005	cmoB	2.5.1.-	COG0500	tRNA U34 carboxymethyltransferase
GKBEMDEF_01381	CDS	744	cmoA	2.1.3.-	COG0500	Carboxy-S-adenosyl-L-methionine synthase
GKBEMDEF_01382	CDS	396	yecN		COG3788	Inner membrane protein YecN
GKBEMDEF_01383	CDS	819				hypothetical protein
GKBEMDEF_01384	CDS	567	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
GKBEMDEF_01385	CDS	1788	aspS	6.1.1.12	COG0173	Aspartate--tRNA ligase
GKBEMDEF_01386	CDS	444	nudB	3.6.1.67	COG0494	Dihydroneopterin triphosphate diphosphatase
GKBEMDEF_01387	CDS	741	yebC		COG0217	putative transcriptional regulatory protein YebC
GKBEMDEF_01388	CDS	522	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
GKBEMDEF_01389	CDS	612	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
GKBEMDEF_01390	CDS	1011	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
GKBEMDEF_01391	CDS	786	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
GKBEMDEF_01392	CDS	753	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
GKBEMDEF_01393	CDS	960	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
GKBEMDEF_01394	CDS	1320	mepM	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
GKBEMDEF_01395	CDS	975	lpxM	2.3.1.243	COG1560	Lipid A biosynthesis myristoyltransferase
GKBEMDEF_01396	CDS	1536	pykA	2.7.1.40	COG0469	Pyruvate kinase II
GKBEMDEF_01397	CDS	888	hexR_2		COG1737	HTH-type transcriptional regulator HexR
GKBEMDEF_01398	CDS	1476	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
GKBEMDEF_01399	CDS	1812	edd	4.2.1.12	COG0129	Phosphogluconate dehydratase
GKBEMDEF_01400	CDS	642	eda		COG0800	KHG/KDPG aldolase
GKBEMDEF_01401	CDS	1179	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
GKBEMDEF_01402	CDS	348				hypothetical protein
GKBEMDEF_01403	CDS	660	yebE		COG2979	Inner membrane protein YebE
GKBEMDEF_01404	CDS	2028	ptrB	3.4.21.83	COG1770	Protease 2
GKBEMDEF_01405	CDS	660	exoX	3.1.11.-	COG0847	Exodeoxyribonuclease 10
GKBEMDEF_01406	CDS	231	holE	2.7.7.7		DNA polymerase III subunit theta
GKBEMDEF_01407	CDS	375	yobA		COG2372	Protein YobA
GKBEMDEF_01408	CDS	870	yebZ		COG1276	Inner membrane protein YebZ
GKBEMDEF_01409	CDS	339				hypothetical protein
GKBEMDEF_01410	CDS	1011			COG2990	putative protein
GKBEMDEF_01411	CDS	654	pphA	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
GKBEMDEF_01412	CDS	192				hypothetical protein
GKBEMDEF_01413	CDS	240	yebV			putative protein YebV
GKBEMDEF_01414	CDS	1389	rsmF	2.1.1.178	COG0144	Ribosomal RNA small subunit methyltransferase F
GKBEMDEF_01415	CDS	2634	yebT		COG3008	Intermembrane transport protein YebT
GKBEMDEF_01416	CDS	1284	yebS		COG2995	Intermembrane transport protein YebS
GKBEMDEF_01417	CDS	555	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
GKBEMDEF_01418	CDS	678	proQ		COG3109	RNA chaperone ProQ
GKBEMDEF_01419	CDS	2049	prc	3.4.21.102	COG0793	Tail-specific protease
GKBEMDEF_01420	CDS	885	htpX	3.4.24.-	COG0501	Protease HtpX
GKBEMDEF_01421	CDS	1371	ribZ_1			Riboflavin transporter RibZ
GKBEMDEF_01422	CDS	792	kdgR_1		COG1414	Transcriptional regulator KdgR
GKBEMDEF_01423	CDS	240				hypothetical protein
GKBEMDEF_01424	CDS	291				hypothetical protein
GKBEMDEF_01425	CDS	210	cspC			Cold shock-like protein CspC
GKBEMDEF_01426	CDS	1746	ftsI_1	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
GKBEMDEF_01427	CDS	795	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
GKBEMDEF_01428	CDS	567	mntP		COG1971	putative manganese efflux pump MntP
GKBEMDEF_01429	CDS	459				hypothetical protein
GKBEMDEF_01430	CDS	852	manZ_1		COG3716	PTS system mannose-specific EIID component
GKBEMDEF_01431	CDS	801	manY		COG3715	PTS system mannose-specific EIIC component
GKBEMDEF_01432	CDS	972	manX	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
GKBEMDEF_01433	CDS	1560				hypothetical protein
GKBEMDEF_01434	CDS	1578	pdeD	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeD
GKBEMDEF_01435	CDS	1365	sdaA	4.3.1.17	COG1760	L-serine dehydratase 1
GKBEMDEF_01436	CDS	579	nudL	3.6.1.-		putative Nudix hydrolase NudL
GKBEMDEF_01437	CDS	1356	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
GKBEMDEF_01438	CDS	186				hypothetical protein
GKBEMDEF_01439	CDS	345	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
GKBEMDEF_01440	CDS	1911	yoaA	3.6.4.12	COG1199	putative ATP-dependent DNA helicase YoaA
GKBEMDEF_01441	CDS	696	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
GKBEMDEF_01442	CDS	582	slp		COG3065	Outer membrane protein Slp
GKBEMDEF_01443	CDS	1719	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
GKBEMDEF_01444	CDS	1116	rnd	3.1.13.5	COG0349	Ribonuclease D
GKBEMDEF_01445	CDS	270	minE		COG0851	Cell division topological specificity factor
GKBEMDEF_01446	CDS	813	minD		COG2894	Septum site-determining protein MinD
GKBEMDEF_01447	CDS	699	minC		COG0850	Septum site-determining protein MinC
GKBEMDEF_01448	CDS	282	ycgL		COG3100	Protein YcgL
GKBEMDEF_01449	CDS	660	ycgM		COG0179	putative protein YcgM
GKBEMDEF_01450	CDS	447				hypothetical protein
GKBEMDEF_01451	CDS	345	yeaR_1		COG3615	putative protein YeaR
GKBEMDEF_01452	CDS	531	dsbB		COG1495	Disulfide bond formation protein B
GKBEMDEF_01453	CDS	1551	nhaB		COG3067	Na(+)/H(+) antiporter NhaB
GKBEMDEF_01454	CDS	720	fadR		COG2186	Fatty acid metabolism regulator protein
GKBEMDEF_01455	CDS	1533				hypothetical protein
GKBEMDEF_01456	CDS	1299	dadA_1	1.4.99.-		D-amino acid dehydrogenase
GKBEMDEF_01457	CDS	1071	dadX	5.1.1.1	COG0787	Alanine racemase, catabolic
GKBEMDEF_01458	CDS	891	cvrA_1		COG3263	K(+)/H(+) antiporter NhaP2
GKBEMDEF_01459	CDS	870	cvrA_2		COG3263	K(+)/H(+) antiporter NhaP2
GKBEMDEF_01460	CDS	915	ldcA	3.4.17.13	COG1619	Murein tetrapeptide carboxypeptidase
GKBEMDEF_01461	CDS	612	emtA	4.2.2.-	COG0741	Endo-type membrane-bound lytic murein transglycosylase A
GKBEMDEF_01462	CDS	2121	fhuA_1		COG1629	Ferrichrome outer membrane transporter/phage receptor
GKBEMDEF_01463	CDS	1746	treA	3.2.1.28	COG1626	Periplasmic trehalase
GKBEMDEF_01464	CDS	1440			COG2308	putative protein
GKBEMDEF_01465	CDS	930			COG2307	putative protein
GKBEMDEF_01466	CDS	816			COG1305	putative protein
GKBEMDEF_01467	CDS	747				hypothetical protein
GKBEMDEF_01468	CDS	858				hypothetical protein
GKBEMDEF_01469	CDS	1041				hypothetical protein
GKBEMDEF_01470	CDS	801				hypothetical protein
GKBEMDEF_01471	CDS	942	tsaR_2			HTH-type transcriptional regulator TsaR
GKBEMDEF_01472	CDS	990	tdcB	4.3.1.19	COG1171	L-threonine dehydratase catabolic TdcB
GKBEMDEF_01473	CDS	1332	tdcC		COG0814	Threonine/serine transporter TdcC
GKBEMDEF_01474	CDS	1209	tdcD	2.7.2.15	COG0282	Propionate kinase
GKBEMDEF_01475	CDS	2295	tdcE	2.3.1.-	COG1882	PFL-like enzyme TdcE
GKBEMDEF_01476	CDS	1065	livJ_1		COG0683	Leu/Ile/Val/Thr-binding protein
GKBEMDEF_01477	CDS	915	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
GKBEMDEF_01478	CDS	1323				hypothetical protein
GKBEMDEF_01479	CDS	876	glnQ_2	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
GKBEMDEF_01480	CDS	720	livF_3		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
GKBEMDEF_01481	CDS	894	yjiE			HTH-type transcriptional regulator YjiE
GKBEMDEF_01482	CDS	1644	pckA_1	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
GKBEMDEF_01483	CDS	477				hypothetical protein
GKBEMDEF_01484	CDS	927	pcpR_1			PCP degradation transcriptional activation protein
GKBEMDEF_01485	CDS	1296	kgtP_1			Alpha-ketoglutarate permease
GKBEMDEF_01486	CDS	807	ais	5.3.3.7		Aconitate isomerase
GKBEMDEF_01487	CDS	900	cynR_1			HTH-type transcriptional regulator CynR
GKBEMDEF_01488	CDS	483				hypothetical protein
GKBEMDEF_01489	CDS	768	rluA_1	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
GKBEMDEF_01490	CDS	540				hypothetical protein
GKBEMDEF_01491	CDS	330				hypothetical protein
GKBEMDEF_01492	CDS	1341				hypothetical protein
GKBEMDEF_01493	CDS	654				hypothetical protein
GKBEMDEF_01494	CDS	1698	ompA_1			Outer membrane protein A
GKBEMDEF_01495	CDS	2487				hypothetical protein
GKBEMDEF_01496	CDS	210				hypothetical protein
GKBEMDEF_01497	CDS	276			COG1662	IS1 family transposase IS1D
GKBEMDEF_01498	CDS	378			COG1662	IS1 family transposase IS1R
GKBEMDEF_01499	CDS	1623	glpA	1.1.5.3	COG0578	Anaerobic glycerol-3-phosphate dehydrogenase subunit A
GKBEMDEF_01500	CDS	1347	glpT_2		COG2271	Glycerol-3-phosphate transporter
GKBEMDEF_01501	CDS	1071	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
GKBEMDEF_01502	CDS	255		1.14.13.239		Carnitine monooxygenase reductase subunit
GKBEMDEF_01503	CDS	1131	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 1 subunit beta
GKBEMDEF_01504	CDS	2286	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
GKBEMDEF_01505	CDS	729	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
GKBEMDEF_01506	CDS	2634	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
GKBEMDEF_01507	CDS	2841	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
GKBEMDEF_01508	CDS	651	rcsB		COG2197	Transcriptional regulatory protein RcsB
GKBEMDEF_01509	CDS	2658	rcsD	2.7.2.-	COG2198	Phosphotransferase RcsD
GKBEMDEF_01510	CDS	1104	ompC			Outer membrane porin C
GKBEMDEF_01511	CDS	1053	apbE_1	2.7.1.180	COG1477	FAD:protein FMN transferase
GKBEMDEF_01512	CDS	1065	ada_1		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
GKBEMDEF_01513	CDS	654	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
GKBEMDEF_01514	CDS	1644	yojI		COG4615	ABC transporter ATP-binding/permease protein YojI
GKBEMDEF_01515	CDS	1437			COG2239	Magnesium transporter MgtE
GKBEMDEF_01516	CDS	1239	dauA_2		COG0659	C4-dicarboxylic acid transporter DauA
GKBEMDEF_01517	CDS	1635	mqo_1	1.1.5.4	COG0579	Malate:quinone oxidoreductase
GKBEMDEF_01518	CDS	492	eco		COG4574	Ecotin
GKBEMDEF_01519	CDS	1110			COG0628	Putative transport protein
GKBEMDEF_01520	CDS	846				hypothetical protein
GKBEMDEF_01521	CDS	1332				hypothetical protein
GKBEMDEF_01522	CDS	555				hypothetical protein
GKBEMDEF_01523	CDS	1314				hypothetical protein
GKBEMDEF_01524	CDS	207				hypothetical protein
GKBEMDEF_01525	CDS	480				hypothetical protein
GKBEMDEF_01526	CDS	2322	recF_2			DNA replication and repair protein RecF
GKBEMDEF_01527	CDS	687				hypothetical protein
GKBEMDEF_01528	CDS	1239				hypothetical protein
GKBEMDEF_01529	CDS	1257	intA_2		COG0582	Prophage integrase IntA
GKBEMDEF_01530	tRNA	77				tRNA-Pro(ggg)
GKBEMDEF_01531	CDS	1761	yejM		COG3083	Inner membrane protein YejM
GKBEMDEF_01532	CDS	264				hypothetical protein
GKBEMDEF_01533	CDS	1008	yejK		COG3081	Nucleoid-associated protein YejK
GKBEMDEF_01534	CDS	762	glcR_2		COG1349	HTH-type transcriptional repressor GlcR
GKBEMDEF_01535	CDS	597	nudK_1	3.6.1.-		GDP-mannose pyrophosphatase NudK
GKBEMDEF_01536	CDS	1287				hypothetical protein
GKBEMDEF_01537	CDS	888				hypothetical protein
